location,price,bedrooms,bathrooms,floor area,land area,latitude,longitude,city,province,region
"Catalunan Grande, Davao",14200000.0,4.0,4.0,200.0,332.0,7.0801636,125.5437938,Davao,Davao del Sur,Region XI
"Don Bosco, Paranaque",23500000.0,5.0,4.0,276.0,215.0,14.4843304,121.0314209,Paranaque,Paranaque,NCR
"Fairview, Quezon City",5710000.0,3.0,3.0,116.0,43.0,14.7055228,121.0742821,Quezon City,Bukidnon,Region X
"Loyola Heights, Quezon City",98000000.0,6.0,5.0,350.0,1000.0,14.6410904,121.0737779,Quezon City,Bukidnon,Region X
"Matandang Balara, Quezon City",85000000.0,4.0,5.0,600.0,587.0,14.6716797,121.0745345,Quezon City,Bukidnon,Region X
"Sindalan, San Fernando",6062500.0,4.0,3.0,150.0,164.0,15.0785115,120.6415215,San Fernando,Bukidnon,Region X
"Dapdap, Mabalacat",1600000.0,3.0,1.0,45.0,40.3,15.1858934,120.5896487,Mabalacat,Pampanga,Region III
"Marauoy, Lipa",10210000.0,4.0,3.0,172.0,165.0,13.9643008,121.1660625,Lipa,Batangas,Region IV-A
"Deca Home Clark Residences, Margot Angeles Pampanga Margot, Angeles",2800000.0,2.0,2.0,140.0,70.0,15.1667429,120.5223198,Angeles,Pampanga,Region III
"Banilad, Cebu",65000000.0,6.0,8.0,918.0,566.0,10.3465194,123.911112,Cebu,Cebu,Region VII
"Kamuning, Quezon City",13000000.0,5.0,4.0,170.0,60.0,14.627544,121.0390617,Quezon City,Bukidnon,Region X
"Amsic, Angeles",25000000.0,5.0,5.0,246.0,289.0,15.1560029,120.5708031,Angeles,Pampanga,Region III
"Asin Road, Baguio",60000000.0,4.0,5.0,310.0,537.0,16.4021725,120.5639989,Baguio,Benguet,CAR
"Linao, Talisay, Central Visayas, Philippines Linao, Talisay",14800000.0,5.0,4.0,227.0,420.0,10.26182954,123.8182649,Talisay,Batangas,Region IV-A
"Lantic, Carmona",5232628.0,4.0,2.0,104.0,100.0,14.2983433,121.0493423,Carmona,Cavite,Region IV-A
"Culiat, Quezon City",12500000.0,4.0,4.0,140.0,78.0,14.6679617,121.0565912,Quezon City,Bukidnon,Region X
"Maple St., St. Jude Subd., Malinta, 1440 Valenzuela, Philippines Malinta, Valenzuela",9500000.0,5.0,4.0,120.0,60.0,14.68816392,120.9635991,Valenzuela,Valenzuela,NCR
"Ayala Alabang, Muntinlupa",170000000.0,6.0,5.0,750.0,574.0,14.4226096,121.0269407,Muntinlupa,Muntinlupa,NCR
"Dontogan, Baguio",27000000.0,5.0,2.0,350.0,180.0,16.3829867,120.5692941,Baguio,Benguet,CAR
"San Isidro, Paranaque",8800000.0,4.0,3.0,190.0,105.0,14.4711274,121.0076663,Paranaque,Paranaque,NCR
"Sabang, Naic, Calabarzon, Philippines Sabang, Naic",1460000.0,2.0,1.0,45.5,54.0,14.32651313,120.8031112,Naic,Cavite,Region IV-A
"B.F. Homes, Paranaque",16500000.0,3.0,3.0,200.0,150.0,14.4462789,121.0274109,Paranaque,Paranaque,NCR
"Ayala Alabang, Muntinlupa",400000000.0,5.0,5.0,1000.0,855.0,14.4226096,121.0269407,Muntinlupa,Muntinlupa,NCR
"Sindalan, San Fernando",7052000.0,4.0,3.0,135.0,164.0,15.0785115,120.6415215,San Fernando,Bukidnon,Region X
"B.F. Homes, Paranaque",21000000.0,4.0,4.0,260.0,189.0,14.4462789,121.0274109,Paranaque,Paranaque,NCR
"Along Governor Ferrer Drive Pasong Kawayan I, General Trias",2900000.0,3.0,2.0,60.8,69.0,14.3452428,120.8788539,General Trias,Cavite,Region IV-A
"Ayala Alabang, Muntinlupa",200000000.0,4.0,4.0,1200.0,690.0,14.4226096,121.0269407,Muntinlupa,Muntinlupa,NCR
"Valle Verde 1, Pasig",45000000.0,3.0,3.0,170.0,150.0,14.57538295,121.0702814,Pasig,Pasig,NCR
"Culiat, Quezon City",12000000.0,4.0,4.0,220.0,85.0,14.6679617,121.0565912,Quezon City,Bukidnon,Region X
"Concepcion Dos, Marikina",19500000.0,4.0,3.0,200.0,373.0,14.6405888,121.1208184,Marikina,Marikina,NCR
"Telabastagan, San Fernando",8300000.0,3.0,2.0,135.0,150.0,15.1142829,120.6088717,San Fernando,Bukidnon,Region X
"Bahay Toro, Quezon City, National Capital Region, Philippines Project 8, Quezon City",16495000.0,4.0,3.0,214.0,86.0,14.66645071,121.0235997,Quezon City,Bukidnon,Region X
"Matandang Balara, Quezon City",160000000.0,6.0,5.0,800.0,1000.0,14.6716797,121.0745345,Quezon City,Bukidnon,Region X
"Cabalantian, Bacolor",6434920.0,4.0,3.0,151.0,182.0,15.005106,120.6691581,Bacolor,Oriental Mindoro,Region III
"Tungkong Mangga, San Jose Del Monte",20000000.0,3.0,6.0,300.0,250.0,14.7903216,121.0732705,San Jose Del Monte,Batangas,Region IV-A
"Tagbuane, Alburquerque",5400000.0,3.0,2.0,250.0,1529.0,9.6086058,123.9753444,Alburquerque,Bohol,Region VII
"Capaya, Angeles",8200000.0,3.0,3.0,170.0,120.0,15.1407207,120.6262827,Angeles,Pampanga,Region III
"Savannah Abilay Norte, Oton",15843000.0,5.0,3.0,166.0,143.0,10.7450495,122.5042561,Oton,Iloilo,Region VI
"Pasong Buaya Ii, Imus",13000000.0,4.0,3.0,117.0,281.0,14.3817416,120.968223,Imus,Cavite,Region IV-A
"Cupang, Muntinlupa",56000000.0,4.0,4.5,400.0,375.0,14.4378843,121.0503212,Muntinlupa,Muntinlupa,NCR
"Marang Amparo Caloocan City Amparo, Caloocan",5340000.0,3.0,2.0,83.0,53.0,14.75183528,121.0718787,Caloocan,Caloocan,NCR
"San Gregorio, Laurel",26500000.0,5.0,5.0,650.0,430.0,14.0296242,120.8855456,Laurel,Batangas,Region IV-A
"C. Salvador Loyola Heights, Quezon City",49000000.0,4.0,3.0,350.0,240.0,14.6408237,121.0723185,Quezon City,Bukidnon,Region X
"Canlubang, Calamba",34000000.0,4.0,4.0,302.0,250.0,14.2160319,121.1080378,Calamba,Laguna,Region IV-A
"Bel-Air Residences, Marauoy, Lipa City, Batangas, Philippines Marauoy, Lipa",8210000.0,3.0,3.0,165.0,139.0,13.96305596,121.1720587,Lipa,Batangas,Region IV-A
San Fernando,6600000.0,4.0,3.0,160.0,128.0,15.0587568,120.631483,San Fernando,Bukidnon,Region X
"Canlubang, Calamba",5000000.0,3.0,2.0,60.0,50.6,14.2160319,121.1080378,Calamba,Laguna,Region IV-A
"Santol, Tanza",2918752.0,3.0,1.0,50.0,63.0,14.3748175,120.8733793,Tanza,Cavite,Region IV-A
"Burot, Tarlac",1750000.0,3.0,1.0,42.0,48.0,15.4139853,120.600176,Tarlac,Tarlac,Region III
"Telabastagan, San Fernando",45000000.0,6.0,7.0,537.0,900.0,15.1142829,120.6088717,San Fernando,Bukidnon,Region X
"Lapidario Rd, 4109 Trece Martires City, Philippines Lapidario, Trece Martires",3114170.0,2.0,2.0,57.0,50.0,14.26677469,120.8676176,Trece Martires,Cavite,Region IV-A
"Talisay, Estefania, Bacolod City, Negros Occidental Matab-Ang, Talisay",11129760.0,4.0,3.0,192.0,180.0,10.72547861,123.0071246,Talisay,Batangas,Region IV-A
"Cabilang Baybay, Carmona",105000000.0,5.0,5.0,565.0,915.0,14.3175013,121.0512123,Carmona,Cavite,Region IV-A
"Cenacle Rd, 1128 Quezon City, Philippines Culiat, Quezon City",19495000.0,5.0,4.0,312.0,98.0,14.6647468,121.0443667,Quezon City,Bukidnon,Region X
"Rosepointe Tagapo, Santa Rosa",5450000.0,3.0,1.0,102.0,80.0,14.31505162,121.1069831,Santa Rosa,Ilocos Sur,Region I
"Cupang, Muntinlupa",56000000.0,4.0,4.0,400.0,375.0,14.4378843,121.0503212,Muntinlupa,Muntinlupa,NCR
"Pulang Lupa Uno, Las Pinas",5980000.0,3.0,2.0,95.0,58.0,14.4764854,120.9719211,Las Pinas,Las Pinas,NCR
"Cubcub, Capas",5887000.0,3.0,2.0,98.0,198.0,15.3329902,120.5914796,Capas,Tarlac,Region III
"Cubcub, Capas",5887000.0,3.0,2.0,98.0,198.0,15.3329902,120.5914796,Capas,Tarlac,Region III
"Ayala Alabang, Muntinlupa",150000000.0,4.0,4.0,500.0,550.0,14.4226096,121.0269407,Muntinlupa,Muntinlupa,NCR
"New Manila, Quezon City",188955000.0,3.0,3.0,350.0,969.0,14.6134141,121.0291416,Quezon City,Bukidnon,Region X
"Ayala Alabang, Muntinlupa",220000000.0,5.0,5.0,749.0,883.0,14.4226096,121.0269407,Muntinlupa,Muntinlupa,NCR
"Panungyanan, General Trias, Calabarzon, Philippines Panungyanan, General Trias",4136000.0,3.0,2.0,77.3,120.0,14.25058227,120.9171024,General Trias,Cavite,Region IV-A
"Siling Matanda, Pandi",1227966.0,2.0,1.0,46.6,40.0,14.9041477,120.989765,Pandi,Bulacan,Region III
"Along Calle Rizal, Brgy Sta Barbara Baliuag City Bulacan Santa Barbara, Baliuag",9800012.0,5.0,3.0,209.0,204.0,14.9407127,120.860617,Baliuag,Bulacan,Region III
"San Francisco, Binan",5899500.0,2.0,2.0,70.9,84.0,14.3332614,121.0557498,Binan,Laguna,Region IV-A
"New Manila, Quezon City",130000000.0,5.0,5.0,550.0,300.0,14.6134141,121.0291416,Quezon City,Bukidnon,Region X
"Lumina Tanza, Bagtas, Tanza, Cavite, Philippines Bagtas, Tanza",2762000.0,3.0,1.0,53.0,63.0,14.33379779,120.8456119,Tanza,Cavite,Region IV-A
"Santo Toribio, Lipa",1280000.0,3.0,1.0,45.0,36.0,13.9107927,121.2158275,Lipa,Batangas,Region IV-A
"Gulod, Binangonan",3000000.0,3.0,3.0,132.0,66.0,14.3481172,121.21572,Binangonan,Laguna,Region IV-A
"San Isidro, Antipolo",13500000.0,4.0,3.0,187.0,170.0,14.5898029,121.1819903,Antipolo,Rizal,Region IV-A
"Ayala Alabang, Muntinlupa",163000000.0,4.0,4.0,304.0,741.0,14.4226096,121.0269407,Muntinlupa,Muntinlupa,NCR
"Nangka, Consolacion, Central Visayas, Philippines Nangka, Consolacion",4638990.0,2.0,2.0,78.0,50.0,10.37035117,123.9642763,Consolacion,Cebu,Region VII
"Duquit, Mabalacat",11800000.0,3.0,3.0,190.0,137.0,15.1779337,120.6013701,Mabalacat,Pampanga,Region III
"Sindalan, San Fernando",7350000.0,4.0,43.0,135.0,164.0,15.0785115,120.6415215,San Fernando,Bukidnon,Region X
"Duquit, Mabalacat",12500000.0,4.0,4.0,203.0,120.0,15.1779337,120.6013701,Mabalacat,Pampanga,Region III
"Subabasbas, Lapu-Lapu",15000000.0,4.0,2.0,126.0,147.0,10.26980289,123.9690261,Lapu-Lapu,Cebu,Region VII
"Santol, Tanza",2989049.0,2.0,1.0,50.0,50.0,14.3748175,120.8733793,Tanza,Cavite,Region IV-A
"Cadulawan, Talisay",48000000.0,5.0,7.0,769.0,407.0,10.2789235,123.8433228,Talisay,Batangas,Region IV-A
"Sapang Biabas, Mabalacat",2164500.0,2.0,1.0,50.0,65.0,15.1987752,120.6026101,Mabalacat,Pampanga,Region III
"Ayala Alabang, Muntinlupa",540000000.0,6.0,6.0,987.0,1442.0,14.4226096,121.0269407,Muntinlupa,Muntinlupa,NCR
"Junob, Dumaguete",65000000.0,8.0,5.0,1000.0,3289.0,9.2958489,123.2833574,Dumaguete,Negros Oriental,Region VII
"Ayala Alabang, Muntinlupa",470000000.0,7.0,7.0,1500.0,900.0,14.4226096,121.0269407,Muntinlupa,Muntinlupa,NCR
"Ayala Alabang, Muntinlupa",110000000.0,4.0,5.0,400.0,300.0,14.4226096,121.0269407,Muntinlupa,Muntinlupa,NCR
"Ayala Alabang, Muntinlupa",188000000.0,5.0,5.0,800.0,688.0,14.4226096,121.0269407,Muntinlupa,Muntinlupa,NCR
"Rosal Street Corner Betty Go New Manila, Quezon City",60000000.0,5.0,5.0,384.0,122.0,14.62224361,121.0416754,Quezon City,Bukidnon,Region X
"Anabu I-D, Imus",11300000.0,4.0,3.0,203.0,150.0,14.3893122,120.938141,Imus,Cavite,Region IV-A
"Salitran Iii, Dasmarinas",9270000.0,4.0,3.0,121.0,120.0,14.34376215,120.9452533,Dasmarinas,Cavite,Region IV-A
"Communal, Davao",7600000.0,4.0,4.0,100.0,100.0,7.1413022,125.6226189,Davao,Davao del Sur,Region XI
"Pasadena, San Juan",35120000.0,5.0,5.0,264.0,92.6,14.6087274,121.0332511,San Juan,Abra,CAR
"Pasadena, San Juan",35710000.0,4.0,4.0,257.0,82.0,14.6087274,121.0332511,San Juan,Abra,CAR
"Alabang, Muntinlupa",16884800.0,5.0,4.0,195.0,240.0,14.4185637,121.0447216,Muntinlupa,Muntinlupa,NCR
"Caysio Road, Santa Maria, Bulacan Caysio, Santa Maria",5400000.0,3.0,2.0,75.3,80.0,14.8482305,120.969695,Santa Maria,Bulacan,Region III
"Pasadena, San Juan",24590000.0,3.0,2.0,183.0,54.7,14.6087274,121.0332511,San Juan,Abra,CAR
"186 Averilla St., San Juan City Little Baguio, San Juan",42000000.0,4.0,5.0,280.0,100.0,14.597523,121.0338296,San Juan,Abra,CAR
"Brgy. Sta. Monica Novaliches, Quezon City",10280000.0,4.0,4.0,220.0,92.0,14.71490464,121.0474593,Quezon City,Bukidnon,Region X
"Santo Rosario, Magalang",3185421.0,3.0,2.0,54.0,90.0,15.2447956,120.6371342,Magalang,Pampanga,Region III
"Nuvali Blvd, 4026 Santa Rosa, Philippines Canlubang, Calamba",10762500.0,3.0,2.0,85.0,138.0,14.23748177,121.0578339,Calamba,Laguna,Region IV-A
"Dau, Mabalacat",8300000.0,3.0,3.0,144.0,100.0,15.1760734,120.5887353,Mabalacat,Pampanga,Region III
"East Fairview Near Commonwealth Quezon City Fairview, Quezon City",6200000.0,3.0,3.0,100.0,30.0,14.70567475,121.0748022,Quezon City,Bukidnon,Region X
"Inchican, Silang",35000000.0,4.0,5.0,368.0,277.0,14.2510549,121.0527366,Silang,Cavite,Region IV-A
"Batasan Hills, Quezon City",14000000.0,3.0,3.0,170.0,121.0,14.6862585,121.099335,Quezon City,Bukidnon,Region X
"San Luis, Antipolo",16000000.0,2.0,2.0,100.0,200.0,14.6043281,121.1981422,Antipolo,Rizal,Region IV-A
"Lot 2-A Benefits Corner Dividend Street Project 8, Quezon City",12800000.0,3.0,3.0,165.0,52.0,14.67203777,121.0179077,Quezon City,Bukidnon,Region X
"Bagbag, Quezon City",5116623.0,3.0,2.0,68.0,50.0,14.6984863,121.0327857,Quezon City,Bukidnon,Region X
"Poblacion, Pulilan",15000000.0,3.0,2.0,250.0,484.0,14.902206,120.8487909,Pulilan,Bulacan,Region III
"Ayala Alabang, Muntinlupa",420000000.0,5.0,6.0,1172.0,762.0,14.4226096,121.0269407,Muntinlupa,Muntinlupa,NCR
"Lourdes, Quezon City",33000000.0,4.0,5.0,309.0,93.0,14.625804,121.0020456,Quezon City,Bukidnon,Region X
"Poblacion, Makati",78000000.0,3.0,3.0,250.0,150.0,14.566261,121.0313853,Makati,Makati,NCR
Las Pinas,19500000.0,5.0,4.0,386.0,251.0,14.4809012,120.9817861,Las Pinas,Las Pinas,NCR
"Culiat, Quezon City",24430000.0,4.0,4.0,350.0,110.0,14.6679617,121.0565912,Quezon City,Bukidnon,Region X
"Poblacion V, General Luna",250000000.0,4.0,3.0,200.0,3000.0,14.1333372,120.9041969,General Luna,Apayao,CAR
"Congressional Avenue, Quezon City",11300000.0,3.0,3.0,120.0,60.0,14.6679427,121.0340442,Quezon City,Bukidnon,Region X
"Guadalupe, Cebu",15000000.0,4.0,3.0,150.0,120.0,9.7340326,123.3656366,Cebu,Cebu,Region VII
"Mckinley Hill, Taguig",115000000.0,4.0,4.0,324.0,190.0,14.5330489,121.0524293,Taguig,Taguig,NCR
"Ayala Alabang, Muntinlupa",250000000.0,5.0,5.0,700.0,747.0,14.4226096,121.0269407,Muntinlupa,Muntinlupa,NCR
"Barangay Sindalan, San Fernando, Pampanga Sindalan, San Fernando",7650000.0,4.0,3.0,135.0,164.0,15.0771316,120.6482244,San Fernando,Bukidnon,Region X
"Ayala Alabang, Muntinlupa",188000000.0,4.0,4.0,800.0,688.0,14.4226096,121.0269407,Muntinlupa,Muntinlupa,NCR
"Batasan Hills, Quezon City",1200000000.0,5.0,7.0,1024.0,8000.0,14.6862585,121.099335,Quezon City,Bukidnon,Region X
Pasig,24000000.0,5.0,3.0,450.0,250.0,14.5605166,121.0764343,Pasig,Pasig,NCR
"Del Carmen, San Fernando",1873945.0,2.0,1.0,47.0,40.0,15.0487446,120.6882894,San Fernando,Bukidnon,Region X
"Ayala Alabang, Muntinlupa",180000000.0,3.0,3.0,650.0,650.0,14.4226096,121.0269407,Muntinlupa,Muntinlupa,NCR
"Almanza Dos, Las Pinas",7000000.0,4.0,2.0,150.0,163.0,14.4234362,121.0223422,Las Pinas,Las Pinas,NCR
"F. Rodelas Rd. Barangay Bolbok Lipa City Bolbok, Lipa",2913000.0,3.0,2.0,60.5,50.0,13.92511481,121.1522532,Lipa,Batangas,Region IV-A
"Sun Valley, Paranaque",12000000.0,5.0,5.0,210.0,75.0,14.4888415,121.0325173,Paranaque,Paranaque,NCR
"Ayala Alabang, Muntinlupa",180000000.0,4.0,5.0,600.0,720.0,14.4226096,121.0269407,Muntinlupa,Muntinlupa,NCR
"Mckinley Hill Dr, 1634 Taguig City, Philippines Mckinley Hill, Taguig",198000000.0,5.0,6.5,642.0,288.0,14.53466167,121.0519657,Taguig,Taguig,NCR
"Aldea Grove Estate Angeles Pampanga Mining, Angeles",10810000.0,3.0,2.0,95.0,129.0,15.140846,120.6093074,Angeles,Pampanga,Region III
"Bagumbong, Caloocan City North, National Capital Region, Philippines Bagumbong, Caloocan",3700000.0,3.0,1.0,57.0,56.3,14.75525692,121.0205241,Caloocan,Caloocan,NCR
"Fairview, Quezon City",18000000.0,5.0,3.0,300.0,400.0,14.7055228,121.0742821,Quezon City,Bukidnon,Region X
"Mckinley Hill, Taguig",135000000.0,4.0,5.0,450.0,189.0,14.5330489,121.0524293,Taguig,Taguig,NCR
"Talon Dos, Las Pinas",8500000.0,4.0,2.0,160.0,102.0,14.4330886,120.9847045,Las Pinas,Las Pinas,NCR
"Filinvest 2 Batasan Commonwealth Quezon City Townhouse Katipunan, Teachers Village, Up Diliman, Ateneo, Miriam, City Hall, Philippine Kidney Hospital, Heart Center, Lung Center, Mrt Edsa, Sm North Edsa, Trinoma Congress, Batasang Pambansa House And Lot, Commonwealth, Quezon City",22500000.0,4.0,4.0,246.0,194.0,14.65742648,121.0687586,Quezon City,Bukidnon,Region X
"Tandang Sora, Quezon City",9750000.0,4.0,4.0,148.7,58.5,14.6818637,121.0322006,Quezon City,Bukidnon,Region X
"B.F. Homes, Paranaque",24950000.0,5.0,4.0,250.0,280.0,14.4462789,121.0274109,Paranaque,Paranaque,NCR
"Ugong, Pasig",162000000.0,4.0,4.0,400.0,479.0,14.5841307,121.0732458,Pasig,Pasig,NCR
"Novaliches, Quezon City",5710000.0,3.0,4.0,117.0,43.3,14.7209396,121.038922,Quezon City,Bukidnon,Region X
"Talamban, Cebu",35000000.0,4.0,4.0,300.0,336.0,10.3693575,123.9169315,Cebu,Cebu,Region VII
"B.F. Homes, Paranaque",34000000.0,4.0,5.0,380.0,286.0,14.4462789,121.0274109,Paranaque,Paranaque,NCR
"Project 8, Quezon City",9700000.0,3.0,3.0,200.0,80.0,14.6641862,121.0201724,Quezon City,Bukidnon,Region X
"Playa Calatagan House And Lot For Sale Santa Ana, Calatagan",29000000.0,5.0,4.0,200.0,591.0,13.79490732,120.6445256,Calatagan,Batangas,Region IV-A
"Amsic, Angeles",11500000.0,4.0,3.0,190.0,120.0,15.1560029,120.5708031,Angeles,Pampanga,Region III
"Don Bosco, Paranaque",18500000.0,4.0,4.0,350.0,210.0,14.4843304,121.0314209,Paranaque,Paranaque,NCR
"San Ignacio, San Pablo",3200000.0,3.0,2.0,54.0,88.0,14.0462788,121.3424202,San Pablo,Isabela,Region II
"Sapalibutad, Angeles",7224820.0,4.0,3.0,189.0,182.0,15.1638095,120.6175416,Angeles,Pampanga,Region III
"Birmingham Metropolis 3 Countryside Pasig City Santa Lucia, Pasig",6450000.0,3.0,2.0,70.0,60.0,14.58236722,121.1003833,Pasig,Pasig,NCR
"New Manila, Quezon City",87000000.0,5.0,5.0,620.0,112.0,14.6134141,121.0291416,Quezon City,Bukidnon,Region X
"Rosanna Heights, Barangay San Manuel, San Jose Del Monte, Bulacan Tungkong Mangga, San Jose Del Monte",5763000.0,3.0,2.0,70.5,72.0,14.73524759,121.0686981,San Jose Del Monte,Batangas,Region IV-A
"Tandang Sora Quezon City House And Lot Nr Congressional Mindanao Avenue Visayas Avenue Commonwealth Teachers Village, Up Diliman, Ateneo, Project 8, Philippine Kidney Hospital, Heart Lung Center Sm North Edsa, Trinoma, Quirino Highway, Novaliches, Sauyo, Pasong Tamo, Quezon City",7300000.0,3.0,3.0,91.6,47.9,14.65608363,121.0720322,Quezon City,Bukidnon,Region X
"Amsic, Angeles",18500000.0,4.0,3.0,217.0,246.0,15.1560029,120.5708031,Angeles,Pampanga,Region III
"Dasmarinas, Makati",750000000.0,5.0,5.0,600.0,1012.0,14.5401434,121.0269757,Makati,Makati,NCR
"Ma-A, Davao",13600000.0,4.0,3.0,148.0,150.0,7.0807144,125.5827159,Davao,Davao del Sur,Region XI
"Philippines, Manila, Barangay 521, San Diego Sampaloc, Manila",11900000.0,3.0,4.0,180.0,52.5,14.6130359,120.9816425,Manila,Manila,NCR
"Buhangin, Davao",14000000.0,5.0,4.0,300.0,162.0,7.1469686,125.5940509,Davao,Davao del Sur,Region XI
"Pinget, Baguio",6800000.0,1.0,1.0,35.0,168.0,16.4275072,120.5850982,Baguio,Benguet,CAR
"Treveia, Nuvali, Barangay Canlubang, Calamba City, Laguna Canlubang, Calamba",30000000.0,4.0,4.0,302.0,250.0,14.20691092,121.0661249,Calamba,Laguna,Region IV-A
Mandaluyong,33000000.0,4.0,4.0,275.0,201.0,14.5774392,121.0338973,Mandaluyong,Mandaluyong,NCR
"Camarin, Caloocan",5600000.0,3.0,3.0,97.0,50.0,14.7560394,121.0492887,Caloocan,Caloocan,NCR
"Amsic, Angeles",15500000.0,4.0,3.0,220.0,165.0,15.1560029,120.5708031,Angeles,Pampanga,Region III
"B.F. Homes, Paranaque",90000000.0,5.0,6.0,860.0,586.0,14.4462789,121.0274109,Paranaque,Paranaque,NCR
Angeles,9500000.0,4.0,3.0,190.0,120.0,15.1389351,120.5875321,Angeles,Pampanga,Region III
"Canlubang, Calamba",30000000.0,4.0,4.0,302.0,250.0,14.2160319,121.1080378,Calamba,Laguna,Region IV-A
"Canlubang, Calamba",45000000.0,6.0,5.0,442.0,448.0,14.2160319,121.1080378,Calamba,Laguna,Region IV-A
"Lagtang, Talisay",28000000.0,4.0,4.0,330.0,200.0,10.2669491,123.8335173,Talisay,Batangas,Region IV-A
"Almanza Dos, Las Pinas",29000000.0,3.0,5.0,220.0,256.0,14.4234362,121.0223422,Las Pinas,Las Pinas,NCR
"Puting Kahoy, Silang",68000000.0,4.0,5.0,506.0,389.0,14.2158649,121.0316311,Silang,Cavite,Region IV-A
"Western Bicutan, Taguig",11000000.0,3.0,3.0,100.0,30.0,14.5095273,121.0380244,Taguig,Taguig,NCR
"San Ignacio, San Pablo",1800000.0,2.0,1.0,40.0,44.0,14.0462788,121.3424202,San Pablo,Isabela,Region II
"Almanza Dos, Las Pinas",29000000.0,3.0,5.0,220.0,256.0,14.4234362,121.0223422,Las Pinas,Las Pinas,NCR
"Mining, Angeles, Pampanga, Philippines Mining, Angeles",12000000.0,4.0,3.0,186.0,120.0,15.1408485,120.6090377,Angeles,Pampanga,Region III
"Talon Singko, Las Pinas",7000000.0,3.0,3.0,112.0,89.0,14.4292773,121.0032155,Las Pinas,Las Pinas,NCR
"Fairview, Quezon City",8350000.0,3.0,3.0,102.0,68.0,14.7055228,121.0742821,Quezon City,Bukidnon,Region X
"Almanza Dos, Las Pinas",25000000.0,4.0,5.0,250.0,235.0,14.4234362,121.0223422,Las Pinas,Las Pinas,NCR
"Cabilang Baybay, Carmona",62000000.0,5.0,5.0,447.0,816.0,14.3175013,121.0512123,Carmona,Cavite,Region IV-A
"Inchican, Silang",35400000.0,4.0,4.0,391.0,336.0,14.2510549,121.0527366,Silang,Cavite,Region IV-A
"San Isidro, Cainta",16800000.0,4.0,4.0,221.2,201.9,14.6092561,121.1106377,Cainta,Rizal,Region IV-A
"Cupang, Muntinlupa",78000000.0,4.0,5.0,382.1,603.0,14.4378843,121.0503212,Muntinlupa,Muntinlupa,NCR
"Santo Nino, Cainta",14582000.0,4.0,4.0,264.0,100.0,14.5817896,121.1189949,Cainta,Rizal,Region IV-A
"Fairview, Quezon City",9930000.0,6.0,4.0,160.0,68.0,14.7055228,121.0742821,Quezon City,Bukidnon,Region X
"Daang Hari Road, Bacoor",7800000.0,3.0,3.0,83.0,103.0,14.390641,120.9792922,Bacoor,Cavite,Region IV-A
"Sun Valley Estates Brgy San Juan Antipolo City Bagong Nayon, Antipolo",16650000.0,4.0,5.0,172.0,264.0,14.64714471,121.1860795,Antipolo,Rizal,Region IV-A
"Carnation, 1118 Quezon City, Philippines Fairview, Quezon City",9850000.0,6.0,5.0,170.4,74.5,14.70109366,121.0625051,Quezon City,Bukidnon,Region X
"Saint Ignatius, Quezon City",61440000.0,3.0,3.0,250.0,384.0,14.6130801,121.0729596,Quezon City,Bukidnon,Region X
"Sindalan, San Fernando, Central Luzon, Philippines Sindalan, San Fernando",7350000.0,4.0,3.0,135.0,164.0,15.08059811,120.6416087,San Fernando,Bukidnon,Region X
"Canlubang, Calamba",30000000.0,4.0,4.0,310.0,243.0,14.2160319,121.1080378,Calamba,Laguna,Region IV-A
"Ayala Alabang, Muntinlupa",222250000.0,4.0,4.0,700.0,910.0,14.4226096,121.0269407,Muntinlupa,Muntinlupa,NCR
"Ayala Alabang, Muntinlupa",205000000.0,6.0,4.0,600.0,870.0,14.4226096,121.0269407,Muntinlupa,Muntinlupa,NCR
"Tandang Sora, Quezon City",9850000.0,4.0,4.0,150.0,58.7,14.6818637,121.0322006,Quezon City,Bukidnon,Region X
"Bel-Air, Makati",400000000.0,5.0,3.0,654.0,698.0,14.5620342,121.0280944,Makati,Makati,NCR
"Ugong, Valenzuela",5696435.0,3.0,3.0,82.0,65.0,14.6951994,121.0112037,Valenzuela,Valenzuela,NCR
"Cacarong Matanda, Pandi",1227966.0,2.0,1.0,46.6,36.0,14.9036508,120.967827,Pandi,Bulacan,Region III
"Santa Monica, Quezon City",10670517.0,3.0,3.0,143.0,66.0,14.7252015,121.043347,Quezon City,Bukidnon,Region X
"Tandang Sora, Quezon City",9850000.0,4.0,4.0,150.0,58.7,14.6818637,121.0322006,Quezon City,Bukidnon,Region X
"Tanauan, Tanza",1860000.0,2.0,1.0,40.0,60.5,14.2923273,120.8290803,Tanza,Cavite,Region IV-A
"Puting Kahoy, Silang",95000000.0,6.0,5.0,668.0,478.0,14.2158649,121.0316311,Silang,Cavite,Region IV-A
"Plaridel, Lipa",5900000.0,4.0,3.0,88.4,240.0,13.9999149,121.1789201,Lipa,Batangas,Region IV-A
Paranaque,16000000.0,4.0,4.0,350.0,120.0,14.5008116,120.9915327,Paranaque,Paranaque,NCR
Pasig,9000000.0,4.0,2.0,300.0,120.0,14.5605166,121.0764343,Pasig,Pasig,NCR
"Amsic, Angeles",30000000.0,6.0,5.0,350.0,800.0,15.1560029,120.5708031,Angeles,Pampanga,Region III
"Diliman, Quezon City",12900000.0,3.0,3.0,130.0,48.5,14.6361294,121.0335841,Quezon City,Bukidnon,Region X
