location,price,bedrooms,bathrooms,floor area,land area,latitude,longitude,city,province,region
"Alicante St. Visa Verde Executive Village , Cainta San Isidro, Cainta",9500000.0,4.0,3.0,185.0,110.0,14.6136552,121.1127371,Cainta,Rizal,Region IV-A
"237 Apitong Street Comembo, Makati",18000000.0,3.0,2.0,157.4,122.8,14.5503625,121.0620306,Makati,Makati,NCR
"The Mango Grove, Santo Tomas Batangas Barangay Iv, Santo Tomas",3752000.0,4.0,3.0,109.3,100.0,14.10121658,121.1390423,Santo Tomas,Batangas,Region IV-A
"Ayala Alabang, Muntinlupa",460000000.0,7.0,7.0,1500.0,900.0,14.4226096,121.0269407,Muntinlupa,Muntinlupa,NCR
"Novaliches, Quezon City",45000000.0,5.0,5.0,400.0,300.0,14.7209396,121.038922,Quezon City,Bukidnon,Region X
"Batasan Hills, Quezon City",115000000.0,5.0,6.0,655.0,300.0,14.6862585,121.099335,Quezon City,Bukidnon,Region X
"Alapan Ii-B, Imus",5569300.0,3.0,2.0,80.0,106.0,14.4007938,120.9077065,Imus,Cavite,Region IV-A
"Talon Uno, Las Pinas",26000000.0,4.0,4.0,315.0,204.0,14.4478903,120.9853979,Las Pinas,Las Pinas,NCR
"Tunasan, Muntinlupa",16884800.0,3.0,2.0,195.0,240.0,14.3801129,121.0514828,Muntinlupa,Muntinlupa,NCR
"Pondol, Balamban",16800000.0,3.0,2.0,272.0,471.0,10.4893578,123.7122339,Balamban,Cebu,Region VII
"Bulihan, Malolos",4383680.0,3.0,2.0,67.0,96.0,14.8614278,120.8067497,Malolos,Bulacan,Region III
"Kamuning, Quezon City, National Capital Region, Philippines Kamuning, Quezon City",16500000.0,3.0,4.0,260.0,80.0,14.62769177,121.0398962,Quezon City,Bukidnon,Region X
"Matandang Balara, Quezon City",148000000.0,5.0,5.0,800.0,1000.0,14.6716797,121.0745345,Quezon City,Bukidnon,Region X
"Isugan, Bacong, Central Visayas, Philippines Isugan, Bacong",5000000.0,3.0,2.0,110.0,270.0,9.264903467,123.2726335,Bacong,Negros Oriental,Region VII
"The Mango Grove, Brgy San Roque, Sto Tomas Batangas Barangay Iv, Santo Tomas",4356000.0,4.0,3.0,109.3,150.0,14.10121658,121.1390423,Santo Tomas,Batangas,Region IV-A
"Praverde Paliparan I, Dasmarinas",14986000.0,5.0,3.0,166.0,169.0,14.28346205,120.9907103,Dasmarinas,Cavite,Region IV-A
"B.F. International Village, Las Pinas",18300000.0,4.0,3.0,255.0,203.0,14.4483726,121.0098171,Las Pinas,Las Pinas,NCR
"Longos, Malolos",3969280.0,2.0,2.0,74.0,89.0,14.87426,120.7915336,Malolos,Bulacan,Region III
"Bahay Pare, Meycauayan",3500000.0,4.0,2.0,80.0,80.0,14.7681018,121.0128437,Meycauayan,Bulacan,Region III
"Mckinley Hill, Taguig",140000000.0,5.0,6.0,513.0,189.0,14.5330489,121.0524293,Taguig,Taguig,NCR
"San Jose, Tagaytay",8500000.0,4.0,3.0,180.0,110.0,14.1213242,120.9682081,Tagaytay,Cavite,Region IV-A
"Kapitangan, Paombong",1914154.0,2.0,1.0,38.0,36.0,14.8647113,120.788091,Paombong,Bulacan,Region III
"Santa Cruz, Antipolo",14600000.0,4.0,3.0,300.0,215.0,14.6160568,121.1697877,Antipolo,Rizal,Region IV-A
"San Gregorio, San Pablo",2100000.0,2.0,1.0,44.0,36.0,14.0494929,121.3289262,San Pablo,Isabela,Region II
"Sapang Palay, San Jose Del Monte",10674000.0,5.0,3.0,166.0,143.0,14.8469203,121.0425271,San Jose Del Monte,Batangas,Region IV-A
"Loyola Heights, Quezon City",16500000.0,4.0,3.0,260.0,161.0,14.6410904,121.0737779,Quezon City,Bukidnon,Region X
"Ugong Norte, Quezon City",360000000.0,4.0,4.0,750.0,600.0,14.5977372,121.0704752,Quezon City,Bukidnon,Region X
"Lot 13 Blk 4, Road Lot 12, Carmel Village Phase 2 Barandal, Calamba",1340000.0,1.0,1.0,48.0,80.0,14.18826416,121.1279397,Calamba,Laguna,Region IV-A
"Brgy. Mabiga, Hermosa, Bataan Mabiga, Hermosa",28000000.0,3.0,3.0,500.0,7624.0,14.8175943,120.3901786,Hermosa,Bataan,Region III
"Matandang Balara, Quezon City",190000000.0,5.0,7.5,1200.0,900.0,14.6716797,121.0745345,Quezon City,Bukidnon,Region X
"Inosloban, Lipa",5026399.0,2.0,1.0,52.3,80.0,13.97582845,121.1692147,Lipa,Batangas,Region IV-A
"Jbc Green Acre Homes Subdivision Guiguilonen, Mangaldan",7800000.0,5.0,4.0,153.0,210.0,16.07188354,120.4111902,Mangaldan,Pangasinan,Region I
"Pinagbuhatan, Pasig",7500000.0,4.0,4.0,180.0,60.0,14.5574086,121.0909665,Pasig,Pasig,NCR
"Tunasan, Muntinlupa",16884800.0,5.0,4.0,195.0,240.0,14.3801129,121.0514828,Muntinlupa,Muntinlupa,NCR
"Talisay, Calatagan",12000000.0,4.0,3.0,300.0,2500.0,13.9073401,120.6275545,Calatagan,Batangas,Region IV-A
"Pansol, Quezon City",308000000.0,10.0,10.0,1000.0,2055.0,14.6527982,121.0815235,Quezon City,Bukidnon,Region X
"Totolan, Dauis",8800000.0,3.0,3.0,99.8,153.0,9.6352488,123.8487402,Dauis,Bohol,Region VII
Angeles,6800021.0,4.0,3.0,100.0,128.0,15.1389351,120.5875321,Angeles,Pampanga,Region III
"Banawa, Cebu",11000000.0,4.0,3.0,90.0,120.0,10.3124117,123.876716,Cebu,Cebu,Region VII
"Pilar, Las Pinas",8200000.0,4.0,3.0,153.7,58.7,14.4252635,121.0058656,Las Pinas,Las Pinas,NCR
"Cupang, Antipolo",9970700.0,3.0,3.0,167.0,120.0,14.6360063,121.1240475,Antipolo,Rizal,Region IV-A
"Baliti, San Fernando",12000000.0,3.0,3.0,200.0,180.0,15.105583,120.6242556,San Fernando,Bukidnon,Region X
"84F Brgy Claro Aguho Street, Project 3, Quezon City Near Cubao Claro, Quezon City",6000000.0,5.0,2.0,120.0,60.7,14.6314458,121.0592546,Quezon City,Bukidnon,Region X
"Guadalupe, Cebu",17000000.0,4.0,3.0,380.0,242.0,9.7340326,123.3656366,Cebu,Cebu,Region VII
"Maribago, Lapu-Lapu",19500000.0,4.0,4.0,300.0,554.0,10.2850724,123.9929719,Lapu-Lapu,Cebu,Region VII
Paranaque,3000000.0,2.0,1.0,104.0,52.0,14.5008116,120.9915327,Paranaque,Paranaque,NCR
"Governor'S Dr Sabang, Naic",6488074.0,4.0,2.0,132.3,100.0,14.3048174,120.8054933,Naic,Cavite,Region IV-A
"Alabang, Muntinlupa Ayala Alabang, Muntinlupa",420000000.0,5.0,5.0,1172.0,762.0,14.4236141,121.0298739,Muntinlupa,Muntinlupa,NCR
"Manuyo Dos, Las Pinas",16500000.0,5.0,5.0,260.0,121.0,14.4710957,120.9917098,Las Pinas,Las Pinas,NCR
"Maribago, Lapu-Lapu City, Central Visayas, Philippines Maribago, Lapu-Lapu",15500000.0,3.0,2.0,340.0,250.0,10.29334203,124.0012264,Lapu-Lapu,Cebu,Region VII
"San Roque, Antipolo",12500000.0,4.0,3.0,180.0,120.0,14.5234775,121.1554992,Antipolo,Rizal,Region IV-A
"Almanza Dos, Las Pinas",17500000.0,4.0,4.0,200.0,263.0,14.4234362,121.0223422,Las Pinas,Las Pinas,NCR
"Dona. Pilar Aguirre Ave, 1750 Las Pinas, Philippines Pilar, Las Pinas",8500000.0,5.0,4.0,160.0,80.0,14.42931312,121.0097864,Las Pinas,Las Pinas,NCR
"Longos, Malolos",2074000.0,2.0,1.0,64.8,63.0,14.87426,120.7915336,Malolos,Bulacan,Region III
"Dela Paz, Antipolo",14000000.0,4.0,3.0,240.0,173.0,14.5886674,121.1739784,Antipolo,Rizal,Region IV-A
"San Luis, Antipolo",5017800.0,3.0,2.0,61.0,70.0,14.6043281,121.1981422,Antipolo,Rizal,Region IV-A
"Ayala Alabang, Muntinlupa",440000000.0,7.0,7.0,1232.0,816.0,14.4226096,121.0269407,Muntinlupa,Muntinlupa,NCR
"Along United Nation St. Betterliving Subdivision Don Bosco, Paranaque",14000000.0,4.0,4.0,180.0,140.0,14.4835394,121.020182,Paranaque,Paranaque,NCR
"Ortigas Avenue, Pasig",16000000.0,9.0,4.0,190.0,240.0,14.5889935,121.0678685,Pasig,Pasig,NCR
"Ayala Alabang, Muntinlupa",460000000.0,7.0,7.0,900.0,1500.0,14.4226096,121.0269407,Muntinlupa,Muntinlupa,NCR
San Juan,13554567.0,3.0,3.0,100.0,200.0,13.7440111,121.4281827,San Juan,Abra,CAR
"Antero Soriano Hiway, Sahud-Ulan, Tanza Cavite Sahud Ulan, Tanza",1951400.0,3.0,2.0,40.0,45.0,14.37170314,120.8246671,Tanza,Cavite,Region IV-A
"Buhangin, Davao",3800000.0,2.0,2.0,93.0,60.0,7.1469686,125.5940509,Davao,Davao del Sur,Region XI
"Batinguel, Dumaguete City, Central Visayas, Philippines Batinguel, Dumaguete",12500000.0,5.0,3.0,500.0,938.0,9.314657616,123.2857224,Dumaguete,Negros Oriental,Region VII
"Clark, Mabalacat",57000000.0,5.0,5.0,338.0,1187.0,15.1920323,120.579523,Mabalacat,Pampanga,Region III
"Dauis - Panglao Rd, Dao, Panglao, 6340 Bohol Dao, Dauis",4000000.0,3.0,2.0,60.0,120.0,9.6017321,123.8076144,Dauis,Bohol,Region VII
"Inarawan, Antipolo",18000000.0,4.0,3.0,265.0,475.0,14.6246563,121.1803519,Antipolo,Rizal,Region IV-A
"Kapitolyo, Pasig",25800000.0,3.0,3.0,212.0,113.0,14.5711649,121.0594975,Pasig,Pasig,NCR
"Tapia, General Trias",2133600.0,3.0,1.0,40.0,50.0,14.3630407,120.8803493,General Trias,Cavite,Region IV-A
"Magallanes Village, Makati Magallanes, Makati",118000000.0,3.0,3.0,300.0,350.0,14.5393362,121.0162958,Makati,Makati,NCR
"Dauis - Panglao Rd, Dao, Panglao, 6340 Bohol Dao, Dauis",6700000.0,3.0,2.0,81.0,180.0,9.6017321,123.8076144,Dauis,Bohol,Region VII
"Carsadang Bago I, 4103 Imus, Philippines Carsadang Bago I, Imus",4000000.0,3.0,2.0,65.0,85.0,14.43566315,120.921964,Imus,Cavite,Region IV-A
"Muntinlupa, National Capital Region, Philippines Ayala Alabang, Muntinlupa",420000000.0,5.0,6.0,1600.0,868.0,14.41042661,121.0398882,Muntinlupa,Muntinlupa,NCR
"Onse, San Juan",39500000.0,4.0,3.0,500.0,287.0,14.6017402,121.0314553,San Juan,Abra,CAR
"Block 20 Lot 10 Copper St., Avida Village Cerise Nuvali Canlubang, Calamba",5000000.0,2.0,1.0,60.0,110.0,14.19303199,121.0865373,Calamba,Laguna,Region IV-A
"Phase 2 Block 22 Lot 5 (10 Apitong St.) Verdana Homes Mamplasan Langkiwa, Binan",21500000.0,4.0,3.5,250.0,200.0,14.30069423,121.0711746,Binan,Laguna,Region IV-A
"Bali Mansion Inchican, Silang",35000000.0,4.0,5.0,368.0,277.0,14.25154543,121.0504511,Silang,Cavite,Region IV-A
"Kaligayahan, Quezon City",10280000.0,5.0,3.0,220.0,77.0,14.7383609,121.0508834,Quezon City,Bukidnon,Region X
Angeles,22000000.0,3.0,3.0,200.0,250.0,15.1389351,120.5875321,Angeles,Pampanga,Region III
"Culiat, Quezon City",35000000.0,4.0,3.0,350.0,496.0,14.6679617,121.0565912,Quezon City,Bukidnon,Region X
"B.F. Homes, Paranaque",33000000.0,5.0,4.0,288.0,300.0,14.4462789,121.0274109,Paranaque,Paranaque,NCR
"Poblacion, Muntinlupa",3950000.0,3.0,2.0,65.0,50.0,14.3891448,121.0449804,Muntinlupa,Muntinlupa,NCR
"B.F. Homes, Paranaque",45000000.0,5.0,5.0,375.0,280.0,14.4462789,121.0274109,Paranaque,Paranaque,NCR
"San Vicente, San Pedro",4900000.0,2.0,1.0,61.0,70.0,14.3562015,121.0481011,San Pedro,Laguna,Region IV-A
"B.F. Homes, Paranaque",26000000.0,4.0,4.0,350.0,289.0,14.4462789,121.0274109,Paranaque,Paranaque,NCR
"Tunasan, Muntinlupa, National Capital Region, Philippines Tunasan, Muntinlupa",52000000.0,6.0,4.5,480.0,500.0,14.37226443,121.0361601,Muntinlupa,Muntinlupa,NCR
"Candau-Ay, Dumaguete City, Central Visayas, Philippines Candau-Ay, Dumaguete",5500000.0,2.0,2.0,110.0,121.0,9.31259957,123.2680201,Dumaguete,Negros Oriental,Region VII
"Ayala Heights, Quezon City",188000000.0,6.0,6.0,910.0,510.0,14.66246055,121.0881386,Quezon City,Bukidnon,Region X
"B.F. Homes, Paranaque",32500000.0,4.0,4.0,268.0,287.0,14.4462789,121.0274109,Paranaque,Paranaque,NCR
"Philippines, Talisay, Cansojong, Srp Cansojong, Talisay",6000000.0,3.0,3.0,120.0,64.0,10.26069142,123.8634321,Talisay,Batangas,Region IV-A
"Lagao, General Santos City",8000000.0,5.0,3.0,142.0,121.0,6.1280792,125.1903784,General Santos City,South Cotabato,Region XII
"Diliman, Quezon City",12230000.0,3.0,3.0,182.9,62.8,14.6361294,121.0335841,Quezon City,Bukidnon,Region X
"B.F. Homes (Paranaque) B.F. Homes, Paranaque",18500000.0,3.0,3.0,300.0,204.0,14.4475119,121.0294569,Paranaque,Paranaque,NCR
"B.F. Homes, Paranaque",28900000.0,4.0,4.0,270.0,204.0,14.4462789,121.0274109,Paranaque,Paranaque,NCR
"Muntinlupa, Metro Manila, Philippines Muntinlupa",8000000.0,3.0,2.0,83.0,120.0,14.41042661,121.0398882,Philippines Muntinlupa,Muntinlupa,NCR
"Ampid I, San Mateo",9798000.0,4.0,3.0,155.0,104.0,14.6809969,121.1192939,San Mateo,Isabela,Region II
"Bagong Silangan, Quezon City",20000000.0,5.0,5.0,300.0,240.0,14.6978613,121.1104093,Quezon City,Bukidnon,Region X
"Ayala Alabang, Muntinlupa",110000000.0,4.0,5.0,400.0,300.0,14.4226096,121.0269407,Muntinlupa,Muntinlupa,NCR
"Buck Estate, Alfonso",25000000.0,4.0,3.0,450.0,392.0,14.0835001,120.8542787,Alfonso,Cavite,Region IV-A
"Telabastagan, San Fernando",45000000.0,5.0,6.0,432.0,1565.0,15.1142829,120.6088717,San Fernando,Bukidnon,Region X
"Matandang Balara, Quezon City",105000000.0,5.0,5.0,650.0,330.0,14.6716797,121.0745345,Quezon City,Bukidnon,Region X
"B.F. Homes, Paranaque",36000000.0,5.0,6.0,325.0,280.0,14.4462789,121.0274109,Paranaque,Paranaque,NCR
"Tagapo, Santa Rosa",2090585.0,2.0,1.0,42.0,50.0,14.3136408,121.1001034,Santa Rosa,Ilocos Sur,Region I
"Ordonez St. Corner Champaca St. Marikina Heights, Marikina",6900000.0,3.0,2.0,88.9,53.0,14.65209003,121.1229333,Marikina,Marikina,NCR
"Bangkas Heights, Davao",17000000.0,2.0,2.0,250.0,338.0,7.0579362,125.4907409,Davao,Davao del Sur,Region XI
"Atlu-Bola, Mabalacat",10700000.0,4.0,2.0,150.0,120.0,15.2317258,120.5717505,Mabalacat,Pampanga,Region III
"Barangay Ii, Alaminos",1144549.0,3.0,1.0,46.6,40.0,14.0733361,121.256544,Alaminos,Laguna,Region IV-A
"San Vicente, San Pedro",5500000.0,3.0,2.0,76.0,70.0,14.3562015,121.0481011,San Pedro,Laguna,Region IV-A
"Aniban I, Bacoor",16000000.0,5.0,6.0,411.0,360.0,14.4597848,120.9627456,Bacoor,Cavite,Region IV-A
"Loma De Gato, Marilao",7521360.0,3.0,2.0,90.0,112.0,14.7912768,121.0083083,Marilao,Bulacan,Region III
"Magenta St., Saphhire Hills, Victoria Homes, Muntinlupa City Tunasan, Muntinlupa",2700000.0,2.0,1.0,37.0,79.0,14.36342026,121.0180178,Muntinlupa,Muntinlupa,NCR
"Ayala Alabang Muntinlupa Metro Manila Ayala Alabang, Muntinlupa",540000000.0,6.0,7.0,1442.0,987.0,14.428209,121.0266751,Muntinlupa,Muntinlupa,NCR
"Lot 16 Block 13, Amazon Street, Lakewood City Subdivision Sumacab Este, Cabanatuan",3155000.0,1.0,1.0,191.0,204.0,15.45672305,120.9599101,Cabanatuan,La Union,Region I
"White Plains, Quezon City",208000000.0,7.0,6.0,900.0,464.0,14.6032747,121.0713026,Quezon City,Bukidnon,Region X
"Cabuco, Trece Martires",5739667.0,3.0,2.0,75.0,120.0,14.2792049,120.8446323,Trece Martires,Cavite,Region IV-A
"Moonwalk, Paranaque",21400000.0,5.0,3.0,300.0,400.0,14.4918575,121.0146712,Paranaque,Paranaque,NCR
"Cansojong, Talisay",36000000.0,5.0,4.0,309.0,2080.0,10.2495232,123.8548827,Talisay,Batangas,Region IV-A
"Concepcion Dos, Marikina",8500000.0,2.0,1.0,63.0,288.0,14.6405888,121.1208184,Marikina,Marikina,NCR
"San Luis, Antipolo",6448937.0,3.0,2.0,76.0,90.0,14.6043281,121.1981422,Antipolo,Rizal,Region IV-A
"San Juan, Taytay",45000000.0,6.0,7.0,700.0,561.0,14.5585639,121.1360313,Taytay,Palawan,MIMAROPA
"Don Mariano Ave San Isidro, Angono",5177819.0,3.0,2.0,73.1,41.0,14.5389092,121.1601117,Angono,Rizal,Region IV-A
"San Lucas, Lipa",4169183.0,2.0,1.0,54.0,113.0,14.017376,121.1836485,Lipa,Batangas,Region IV-A
"Santa Ana, Taytay",42500000.0,5.0,5.5,460.0,300.0,14.5654235,121.1267997,Taytay,Palawan,MIMAROPA
"1 Bagong Silangan, Quezon City",17500000.0,5.0,3.0,300.0,240.0,14.6978613,121.1104093,Quezon City,Bukidnon,Region X
"Matandang Balara, Quezon City",92000000.0,5.0,5.0,421.0,400.0,14.6716797,121.0745345,Quezon City,Bukidnon,Region X
Dumaguete,10000000.0,6.0,4.0,318.0,210.0,9.3054777,123.3080446,Dumaguete,Negros Oriental,Region VII
"Dela Paz, Antipolo",14000000.0,4.0,3.0,240.0,173.0,14.5886674,121.1739784,Antipolo,Rizal,Region IV-A
"Tahanan Village B.F. Homes, Paranaque",30000000.0,4.0,4.0,300.0,280.0,14.4506613,121.0300501,Paranaque,Paranaque,NCR
"Valencia Estates, Valencia, Bukidnon Lumbo, Vallencia",5000000.0,2.0,2.0,60.0,150.0,7.889824603,125.071714,Vallencia,Negros Oriental,Region VII
"San Isidro, Cainta",19500000.0,3.0,3.0,188.0,172.0,14.6092561,121.1106377,Cainta,Rizal,Region IV-A
"Rosario, Pasig",29000000.0,6.0,6.0,450.0,191.0,14.5904898,121.0882718,Pasig,Pasig,NCR
"San Miguel Village, Makati",125000000.0,4.0,3.0,300.0,330.0,14.56726465,121.0255189,Makati,Makati,NCR
"Bonuan Boquig, Dagupan",5040000.0,3.0,2.0,80.0,190.0,16.0774984,120.3580251,Dagupan,Pangasinan,Region I
"Ayala Alabang, Muntinlupa",125000000.0,4.0,5.0,400.0,300.0,14.4226096,121.0269407,Muntinlupa,Muntinlupa,NCR
"Holy Spirit, Quezon City",45000000.0,5.0,5.0,350.0,464.0,14.6838626,121.0761031,Quezon City,Bukidnon,Region X
"B.F. Homes, Paranaque",49000000.0,5.0,5.0,450.0,510.0,14.4462789,121.0274109,Paranaque,Paranaque,NCR
"Batasan Hills, Quezon City",15000000.0,5.0,4.0,303.0,90.0,14.6862585,121.099335,Quezon City,Bukidnon,Region X
"West Triangle, Quezon City",25000000.0,3.0,3.0,270.0,101.0,14.6432727,121.0308148,Quezon City,Bukidnon,Region X
"Pulo, Cabuyao, Laguna, Philippines Pulo, Cabuyao",30000000.0,5.0,4.0,550.0,386.0,14.24206448,121.1300052,Cabuyao,Laguna,Region IV-A
"Daang Hari, 1751 Las Pinas, Philippines Almanza Dos, Las Pinas",50000000.0,5.0,5.0,323.0,302.0,14.41332862,121.0159055,Las Pinas,Las Pinas,NCR
"Ayala Alabang Village Ayala Alabang, Muntinlupa",120000000.0,4.0,5.0,400.0,720.0,14.4226096,121.0269407,Muntinlupa,Muntinlupa,NCR
"B.F. Homes, Paranaque",37500000.0,5.0,5.0,375.0,280.0,14.4462789,121.0274109,Paranaque,Paranaque,NCR
"Urdaneta, Makati",800000000.0,5.0,5.0,700.0,1156.0,14.556078,121.0296234,Makati,Makati,NCR
"Santo Nino, Marikina",18000000.0,3.0,3.0,260.0,144.0,14.6403852,121.0966298,Marikina,Marikina,NCR
"Pan-Philippine Hwy San Vicente, San Pablo",3400000.0,3.0,2.0,66.0,80.0,14.00601546,121.3362269,San Pablo,Isabela,Region II
"Jaro, Iloilo",3816956.0,3.0,2.0,53.2,72.0,10.7467342,122.5767201,Iloilo,Iloilo,Region VI
"Casile, Cabuyao",17500000.0,4.0,3.0,250.0,214.0,14.2015402,121.0370618,Cabuyao,Laguna,Region IV-A
"88 Brookside San Roque Talisay San Roque, Talisay",6449458.0,4.0,2.0,86.0,110.0,10.2535932,123.8591184,Talisay,Batangas,Region IV-A
"Buhangin, Davao",18500000.0,4.0,4.0,190.0,184.0,7.1469686,125.5940509,Davao,Davao del Sur,Region XI
"1 Tandang Sora, Quezon City",8000000.0,3.0,2.0,110.0,45.0,14.6868317,121.035975,Quezon City,Bukidnon,Region X
"Tapia, General Trias",2245920.0,3.0,1.0,40.0,50.0,14.3630407,120.8803493,General Trias,Cavite,Region IV-A
"Bago Oshiro, Davao",16000000.0,5.0,4.0,210.0,208.0,7.0774367,125.4963894,Davao,Davao del Sur,Region XI
"Novaliches, Quezon City",45000000.0,5.0,5.0,400.0,300.0,14.7209396,121.038922,Quezon City,Bukidnon,Region X
"Salaban, Amadeo",12000000.0,6.0,5.0,110.0,240.0,14.1296621,120.9332054,Amadeo,Cavite,Region IV-A
"Ayala Alabang, Muntinlupa",130000000.0,4.0,4.0,500.0,550.0,14.4226096,121.0269407,Muntinlupa,Muntinlupa,NCR
"Priscilla Estates Cabantian, Davao",10500000.0,4.0,3.0,130.0,300.0,7.129499096,125.6261915,Davao,Davao del Sur,Region XI
"Sun Valley, Paranaque",38000000.0,3.0,3.0,417.0,472.0,14.4888415,121.0325173,Paranaque,Paranaque,NCR
"Ayala Alabang, Muntinlupa",420000000.0,7.0,7.0,1233.0,816.0,14.4226096,121.0269407,Muntinlupa,Muntinlupa,NCR
"Cabilang Baybay, Carmona",23609000.0,3.0,2.0,243.0,240.0,14.3175013,121.0512123,Carmona,Cavite,Region IV-A
"K-3Rd Street Kamuning, Quezon City",16500000.0,4.0,4.0,240.0,60.0,14.6292389,121.0458642,Quezon City,Bukidnon,Region X
"West Crame, San Juan",28000000.0,8.0,4.0,420.0,315.0,14.6063099,121.0502649,San Juan,Abra,CAR
"Batasan Hills, Quezon City",72000000.0,4.0,4.0,504.0,300.0,14.6862585,121.099335,Quezon City,Bukidnon,Region X
"San Antonio, Paranaque",9500000.0,4.0,4.0,250.0,117.0,14.4689826,121.0211224,Paranaque,Paranaque,NCR
"Ayala Alabang, Muntinlupa",420000000.0,5.0,5.0,1172.0,762.0,14.4226096,121.0269407,Muntinlupa,Muntinlupa,NCR
"Lot No. 1521-A-5-B, No.757 Fatima Street Bagbaguin, Santa Maria",4280000.0,1.0,1.0,156.0,250.0,14.81428473,120.9568373,Santa Maria,Bulacan,Region III
"Santo Nino, San Mateo",2000000.0,2.0,2.0,80.0,120.0,14.6367374,121.0942983,San Mateo,Isabela,Region II
"San Isidro, Antipolo",8000000.0,4.0,3.0,166.0,108.0,14.5898029,121.1819903,Antipolo,Rizal,Region IV-A
"San Miguel, Pasig",29000000.0,5.0,4.0,334.0,235.0,14.5658684,121.0855568,Pasig,Pasig,NCR
"Maria Luisa Estate Park Cebu City Budla-An, Cebu",220000000.0,10.0,7.0,1522.0,735.0,10.36130715,123.8956937,Cebu,Cebu,Region VII
San Fernando,16800000.0,4.0,3.0,240.0,180.0,15.0587568,120.631483,San Fernando,Bukidnon,Region X
"Dalig, Antipolo",11160100.0,3.0,3.0,90.0,150.0,14.5730447,121.1864717,Antipolo,Rizal,Region IV-A
"Camella Cabid-An, Sorsogon City, Sorsogon, Bicol, Philippines Cabid-An, Sorsogon",2860000.0,2.0,1.0,36.0,44.0,12.97665972,124.0393066,Sorsogon,Sorsogon,Region V
"B.F. Homes, Paranaque",34800000.0,5.0,5.0,360.0,280.0,14.4462789,121.0274109,Paranaque,Paranaque,NCR
"Piazetta Street, The Court Yard Of Maia Alta, Dalig, Antipolo City Dalig, Antipolo",8500000.0,3.0,3.0,186.0,183.0,14.57090581,121.1876387,Antipolo,Rizal,Region IV-A
Davao,70000000.0,6.0,6.0,780.0,1500.0,7.0648306,125.6080623,Davao,Davao del Sur,Region XI
"Pasay Rotonda, Pasay",13500000.0,4.0,4.0,216.0,72.0,14.5380434,121.0006244,Pasay,Pasay,NCR
"Lot 9-B Corazon Street Saint Bernadette Heights Subdivision Barangay Del Rosario City Of San Fernando Pampanga Del Rosario, San Fernando",5500000.0,3.0,5.0,202.5,120.0,15.06930099,120.6467725,San Fernando,Bukidnon,Region X
"San Miguel, Pasig",25500000.0,7.0,6.0,350.0,150.0,14.5658684,121.0855568,Pasig,Pasig,NCR
"Almanza Dos, Las Pinas",35868400.0,4.0,4.0,278.0,240.0,14.4234362,121.0223422,Las Pinas,Las Pinas,NCR
"Pilar, Las Pinas",16500000.0,4.0,4.0,195.0,280.0,14.4252635,121.0058656,Las Pinas,Las Pinas,NCR
"Lots 1, 2 And 3 Along Existing Road Sitio Bagong Sikat Barangay Tabang Plaridel Tabang, Plaridel",8000000.0,3.0,4.0,344.0,1058.0,14.87507075,120.8673095,Plaridel,Bulacan,Region III
"Pamplona Dos, Las Pinas",6300000.0,3.0,2.0,100.0,79.0,14.4496026,120.9750874,Las Pinas,Las Pinas,NCR
"B.F. Homes Paranaque Metro Manila B.F. Homes, Paranaque",18000000.0,3.0,4.0,220.0,288.0,14.4475119,121.0294569,Paranaque,Paranaque,NCR
"B.F. Homes, Paranaque",23000000.0,4.0,3.0,200.0,221.0,14.4462789,121.0274109,Paranaque,Paranaque,NCR
"Dely St Muntingdilaw, Antipolo",5002500.0,2.0,2.0,81.0,60.0,14.5984702,121.1282932,Antipolo,Rizal,Region IV-A
"Biclatan, General Trias",8455880.0,4.0,2.0,167.0,154.0,14.2780301,120.915855,General Trias,Cavite,Region IV-A
"Merville, Paranaque",60000000.0,4.0,5.0,627.0,306.0,14.501909,121.0266683,Paranaque,Paranaque,NCR
"Lot I-14 (Block 16, Lot 14), Along Grenada Street, Camella Homes Phase 1 San Isidro, General Santos City",1970000.0,1.0,1.0,46.0,77.0,6.145104931,125.1895828,General Santos City,South Cotabato,Region XII
"San Isidro, Paranaque",18000000.0,3.0,3.0,300.0,450.0,14.4711274,121.0076663,Paranaque,Paranaque,NCR
"Inarawan, Antipolo",15000000.0,4.0,3.0,170.0,127.0,14.6246563,121.1803519,Antipolo,Rizal,Region IV-A
"Tagaytay Nasugbu Hwy, 4213 Balayan, Philippines San Gregorio, Laurel",17000000.0,3.0,4.0,800.0,290.0,14.1090511,120.9561031,Laurel,Batangas,Region IV-A
"Block 9, Lot 23, Along Road Lot 4, Carmel Village Phase 2B Barandal, Calamba",1350000.0,1.0,1.0,48.0,80.0,14.18788961,121.1251683,Calamba,Laguna,Region IV-A
"Cabid-An, Sorsogon Cabid-An, Sorsogon",6142000.0,3.0,2.0,66.0,88.0,12.9742481,124.0398913,Sorsogon,Sorsogon,Region V
"Alapan Ii-B, Imus",2666000.0,3.0,2.0,60.0,50.0,14.4007938,120.9077065,Imus,Cavite,Region IV-A
"Molino-Paliparan Rd Molino Iv, Bacoor",8000000.0,3.0,2.0,81.0,120.0,14.36966927,120.9810315,Bacoor,Cavite,Region IV-A
"Inarawan, Antipolo",15000000.0,4.0,3.0,258.0,180.0,14.6246563,121.1803519,Antipolo,Rizal,Region IV-A
